log_fr,log_Mb,habitat,order,family,genus,species,breath_rate,body_mass,sex,activity_level,individual_name,common_name,age,temp,location
0.415,2.22,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.600159563,166,M,3,Romeos,Bottlenose Dolphin,19,28.63,Water
0.079,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,158,F,1,Sally,Bottlenose Dolphin,19,29,Water
0.255,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,158,F,2,Sally,Bottlenose Dolphin,19,29,Water
0.204,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,158,F,2,Sally,Bottlenose Dolphin,19,29,Water
0.079,2.297,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,198,F,2,Samantha,Bottlenose Dolphin,37,31,Water
0.204,2.297,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,198,F,2,Samantha,Bottlenose Dolphin,37,31,Water
0.146,2.297,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,198,F,2,Samantha,Bottlenose Dolphin,37,31,Water
0.204,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,170,F,1,Scarlet,Bottlenose Dolphin,34,29,Water
0.342,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,170,F,1,Scarlet,Bottlenose Dolphin,34,30,Water
0.477,2.23,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.999162519,170,F,2,Scarlet,Bottlenose Dolphin,34,31,Water
-0.097,2.13,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,0.799834255,135,F,1,Shakira,Bottlenose Dolphin,16,28.57,Water
0.146,2.13,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,135,F,2,Shakira,Bottlenose Dolphin,16,28.63,Water
0.204,2.13,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,135,F,2,Shakira,Bottlenose Dolphin,16,28.5,Water
0.204,2.021,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,105,F,2,Sherlock,Bottlenose Dolphin,6,29,Water
0.255,2.021,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,105,F,2,Sherlock,Bottlenose Dolphin,6,29,Water
0.079,2.021,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,105,F,1,Sherlock,Bottlenose Dolphin,6,29,Water
0.38,2.201,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,159,M,2,Simbad,Bottlenose Dolphin,26,27.93,Water
0.079,2.201,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,159,M,1,Simbad,Bottlenose Dolphin,26,27.15,Water
0,2.201,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,159,M,1,Simbad,Bottlenose Dolphin,26,27.41,Water
0.301,2.124,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,133,F,2,Sissy,Bottlenose Dolphin,13,17.5,Water
0.415,2.124,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.600159563,133,F,2,Sissy,Bottlenose Dolphin,13,16.8,Water
0.447,2.124,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.79898132,133,F,2,Sissy,Bottlenose Dolphin,13,18.5,Water
0.146,2.233,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,171,F,2,Skye,Bottlenose Dolphin,26,31,Water
0.079,2.233,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,171,F,2,Skye,Bottlenose Dolphin,26,31,Water
0.146,2.233,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,171,F,2,Skye,Bottlenose Dolphin,26,31,Water
0.255,2.14,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,138,F,2,Sofia,Bottlenose Dolphin,9,30.22,Water
0.255,2.14,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,138,F,2,Sofia,Bottlenose Dolphin,9,30.28,Water
0.342,2.14,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,138,F,2,Sofia,Bottlenose Dolphin,9,30.37,Water
0.255,2.14,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,138,F,2,Soraida,Bottlenose Dolphin,8,30.24,Water
0.255,2.14,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,138,F,2,Soraida,Bottlenose Dolphin,8,30.2,Water
0.301,2.14,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,138,F,2,Soraida,Bottlenose Dolphin,8,30.2,Water
0.301,2.167,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,147,F,2,Squirt,Bottlenose Dolphin,13,31,Water
0.204,2.167,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,147,F,2,Squirt,Bottlenose Dolphin,13,31,Water
0.204,2.167,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,147,F,2,Squirt,Bottlenose Dolphin,13,31,Water
0.255,2.207,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,161,F,2,Star,Bottlenose Dolphin,24,31,Water
0.146,2.207,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,161,F,2,Star,Bottlenose Dolphin,24,31,Water
0.146,2.207,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,161,F,2,Star,Bottlenose Dolphin,24,31,Water
0.146,2.303,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,201,M,2,Sundance,Bottlenose Dolphin,33,31,Water
0.146,2.303,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,201,M,2,Sundance,Bottlenose Dolphin,33,31,Water
0.079,2.303,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,201,M,2,Sundance,Bottlenose Dolphin,33,31,Water
0.342,2.301,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,200,M,1,Tabo,Bottlenose Dolphin,30,19.5,Water
0.255,2.301,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,200,M,1,Tabo,Bottlenose Dolphin,30,20.6,Water
0.204,2.301,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,200,M,2,Tabo,Bottlenose Dolphin,30,19,Water
0.38,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,151,M,2,Taras,Bottlenose Dolphin,9,19.4,Water
0.531,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,3.396252726,151,M,2,Taras,Bottlenose Dolphin,9,18.5,Water
0.38,2.179,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,151,M,2,Taras,Bottlenose Dolphin,9,18,Water
0.079,2.037,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,109,F,1,Tesla,Bottlenose Dolphin,6,29,Water
0.301,2.037,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,109,F,2,Tesla,Bottlenose Dolphin,6,29,Water
0.255,2.037,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,109,F,2,Tesla,Bottlenose Dolphin,6,29,Water
-0.222,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,0.599791076,158,F,2,Thai,Bottlenose Dolphin,11,26.6,Water
0.146,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,158,F,2,Thai,Bottlenose Dolphin,11,24.4,Water
0,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1,158,F,3,Thai,Bottlenose Dolphin,11,24.5,Water
0.301,2.076,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,119,M,1,Tiziano,Bottlenose Dolphin,6,27.8,Water
0.255,2.076,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,119,M,1,Tiziano,Bottlenose Dolphin,6,27.9,Water
0.301,2.076,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,119,M,1,Tiziano,Bottlenose Dolphin,6,28.4,Water
0.301,2.045,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,111,F,2,Tonalli,Bottlenose Dolphin,5,27.93,Water
0.301,2.045,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,111,F,2,Tonalli,Bottlenose Dolphin,5,27.15,Water
0.255,2.045,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,111,F,2,Tonalli,Bottlenose Dolphin,5,27.41,Water
0.301,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,156,M,3,Ulises,Bottlenose Dolphin,16,28.69,Water
0.342,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.197859873,156,M,2,Ulises,Bottlenose Dolphin,16,28.84,Water
0.204,2.193,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,156,M,2,Ulises,Bottlenose Dolphin,16,28.63,Water
0.301,2.318,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,208,M,2,Ulisse,Bottlenose Dolphin,26,24.5,Water
0.38,2.318,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,208,M,2,Ulisse,Bottlenose Dolphin,26,24.5,Water
0.255,2.33,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,214,M,2,Ulisse,Bottlenose Dolphin,26,24.5,Water
0.204,2.33,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,214,M,2,Ulisse,Bottlenose Dolphin,26,24.5,Water
0.204,2.33,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,214,M,1,Ulisse,Bottlenose Dolphin,26,24.6,Water
0.623,2.29,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,4.19758984,195,M,2,Ulisses,Bottlenose Dolphin,20,19,Water
0.38,2.29,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.398832919,195,M,2,Ulisses,Bottlenose Dolphin,20,18.9,Water
-0.222,2.29,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,0.599791076,195,M,1,Ulisses,Bottlenose Dolphin,20,18.9,Water
0.301,2.225,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,168,F,3,Valeria,Bottlenose Dolphin,18,26.98,Water
0.204,2.225,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,168,F,2,Valeria,Bottlenose Dolphin,18,27.15,Water
0.301,2.225,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,168,F,3,Valeria,Bottlenose Dolphin,18,27.41,Water
0.255,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,158,F,1,Venus,Bottlenose Dolphin,28,28.69,Water
0.301,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,158,F,2,Venus,Bottlenose Dolphin,28,28.84,Water
0.079,2.199,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,158,F,1,Venus,Bottlenose Dolphin,28,29.2,Water
0.301,2.356,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,227,F,2,Xinana,Bottlenose Dolphin,24,20.2,Water
0.146,2.356,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,227,F,1,Xinana,Bottlenose Dolphin,24,20.4,Water
0.415,2.356,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,2.600159563,227,F,2,Xinana,Bottlenose Dolphin,24,20.8,Water
0.556,2.223,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,3.597493352,167,M,2,Zeus,Bottlenose Dolphin,13,25.5,Water
0.255,2.223,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.798870915,167,M,2,Zeus,Bottlenose Dolphin,13,25.6,Water
0.301,2.223,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.99986187,167,M,3,Zeus,Bottlenose Dolphin,13,24.4,Water
0.079,2.225,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.199499303,168,M,2,Zo,Bottlenose Dolphin,17,31,Water
0.146,2.225,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.399587323,168,M,2,Zo,Bottlenose Dolphin,17,31,Water
0.204,2.225,Aquatic,Artiodactyla,Delphinidae,Tursiops,truncatus,1.599558029,168,M,2,Zo,Bottlenose Dolphin,17,31,Water
-0.023,2.824,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,0.948418463,667,F,1,Amma,False Killer Whale,NA,21.8,Water
0.227,2.824,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,1.686553025,667,F,3,Amma,False Killer Whale,NA,21.8,Water
0.133,2.538,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,1.358313447,345,F,2,Arsa,False Killer Whale,NA,21.8,Water
0.383,2.538,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,2.415460834,345,F,2,Arsa,False Killer Whale,NA,22,Water
-0.023,2.702,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,0.948418463,503,M,1,Dars,False Killer Whale,NA,21.8,Water
0.362,2.799,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,2.301441817,630,M,2,Gon,False Killer Whale,NA,21.8,Water
0.517,2.799,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,3.288516309,630,M,2,Gon,False Killer Whale,NA,22,Water
0.477,2.799,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,2.999162519,630,M,1,Gon,False Killer Whale,NA,22,Water
0.273,2.743,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,1.874994508,553,F,2,Momo,False Killer Whale,NA,21.8,Water
0.186,2.743,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,1.534616983,553,F,1,Momo,False Killer Whale,NA,21.8,Water
0.368,2.743,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,2.333458062,553,F,2,Momo,False Killer Whale,NA,21.8,Water
0.204,2.743,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,1.599558029,553,F,1,Momo,False Killer Whale,NA,21.8,Water
0.176,2.743,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,1.499684836,553,F,1,Momo,False Killer Whale,NA,21.8,Water
0.189,2.743,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,1.54525444,553,F,1,Momo,False Killer Whale,NA,22,Water
0.125,2.97,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,1.333521432,933,M,1,Tida,False Killer Whale,NA,21.8,Water
0.146,2.97,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,1.399587323,933,M,1,Tida,False Killer Whale,NA,21.8,Water
0.39,2.97,Aquatic,Artiodactyla,Delphinidae,Pseudorca,crassidens,2.454708916,933,M,2,Tida,False Killer Whale,NA,22,Water
0.699,2.978,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,5.00034535,950,M,1,Garp,Giraffe,17,14.4,Air
0.869,2.978,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,7.396052751,950,M,1,Garp,Giraffe,17,14,Air
0.462,2.978,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,2.897343588,950,M,1,Garp,Giraffe,17,14.5,Air
0.973,2.875,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,9.397233106,750,F,1,Marilyn,Giraffe,17,14.4,Air
0.924,2.875,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,8.394599865,750,F,1,Marilyn,Giraffe,17,14,Air
0.672,2.875,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,4.698941086,750,F,1,Marilyn,Giraffe,17,14.5,Air
0.778,2.954,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,5.997910763,900,M,1,Merkurius,Giraffe,8,14.4,Air
0.869,2.954,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,7.396052751,900,M,1,Merkurius,Giraffe,8,14,Air
0.82,2.954,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,6.60693448,900,M,1,Merkurius,Giraffe,8,14.5,Air
0.903,2.813,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,7.99834255,650,F,1,Norma,Giraffe,5,14.4,Air
0.857,2.813,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,7.19448978,650,F,1,Norma,Giraffe,5,14,Air
0.97,2.813,Terrestrial,Artiodactyla,Giraffidae,Giraffa,camelopardalis reticulata,9.332543008,650,F,1,Norma,Giraffe,5,14.5,Air
0.38,1.559,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.398832919,36.2,F,3,B,Harbor Porpoise,4,17,Water
0.342,1.83,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.197859873,67.6,F,2,A,Harbor Porpoise,28,16,Water
0.477,1.83,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.999162519,67.6,F,2,A,Harbor Porpoise,28,15,Water
0.447,1.83,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.79898132,67.6,F,2,A,Harbor Porpoise,28,17,Water
0.447,1.83,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.79898132,67.6,F,3,A,Harbor Porpoise,28,20,Water
0.447,1.83,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.79898132,67.6,F,2,A,Harbor Porpoise,28,21,Water
0.342,1.559,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.197859873,36.2,F,2,B,Harbor Porpoise,4,16,Water
0.255,1.559,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,1.798870915,36.2,F,2,B,Harbor Porpoise,4,15,Water
0.301,1.559,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,1.99986187,36.2,F,2,B,Harbor Porpoise,4,17,Water
0.477,1.55,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.999162519,35.5,M,3,B,Harbor Porpoise,4,20,Water
0.531,1.55,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,3.396252726,35.5,M,3,B,Harbor Porpoise,4,17,Water
0.477,1.559,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.999162519,36.2,F,2,B,Harbor Porpoise,4,21,Water
0.447,1.55,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.79898132,35.5,M,2,C,Harbor Porpoise,4,16,Water
0.301,1.55,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,1.99986187,35.5,M,2,C,Harbor Porpoise,4,15,Water
0.342,1.55,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.197859873,35.5,M,3,C,Harbor Porpoise,4,17,Water
0.531,1.55,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,3.396252726,35.5,M,3,C,Harbor Porpoise,4,20,Water
0.38,1.55,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.398832919,35.5,M,2,C,Harbor Porpoise,4,21,Water
0.477,1.83,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.999162519,67.6,F,3,A,Harbor Porpoise,28,17,Water
0.447,1.83,Aquatic,Artiodactyla,Phocoenidae,Phocoena,phocoena,2.79898132,67.6,F,2,A,Harbor Porpoise,28,20,Water
0.342,2.393,Aquatic,Artiodactyla,Delphinidae,Tursiops,aduncus,2.197859873,247,F,1,Kuni,Hybdrid Bottlenose,1989,21.8,Water
-0.222,3.27,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.599791076,1862,M,1,Adan,Killer Whale,13,13.3,Water
0.146,3.27,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1.399587323,1862,M,2,Adan,Killer Whale,13,13.4,Water
0.041,3.27,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1.099005839,1860,M,2,Adan,Killer Whale,13,13.4,Water
-0.046,3.27,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.899497582,1860,M,2,Adan,Killer Whale,13,13.4,Water
-0.301,3.27,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.500034535,1860,M,1,Adan,Killer Whale,13,13.5,Water
0,3.565,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1,3670,M,2,Keto,Killer Whale,28,13.3,Water
0.146,3.565,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1.399587323,3670,M,2,Keto,Killer Whale,28,13.4,Water
-0.097,3.567,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.799834255,3690,M,1,Keto,Killer Whale,28,13.4,Water
-0.398,3.567,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.39994475,3690,M,1,Keto,Killer Whale,28,13.4,Water
-0.046,3.567,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.899497582,3690,M,2,Keto,Killer Whale,28,13.5,Water
0.041,3.334,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1.099005839,2156,F,2,Morgan,Killer Whale,15,13.3,Water
0.079,3.334,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1.199499303,2156,F,2,Morgan,Killer Whale,18,13.4,Water
-0.046,3.334,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.899497582,2160,F,2,Morgan,Killer Whale,18,13.4,Water
0.079,3.334,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1.199499303,2160,F,2,Morgan,Killer Whale,18,13.4,Water
0,3.334,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1,2160,F,2,Morgan,Killer Whale,18,13.5,Water
0.041,3.487,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1.099005839,3066,M,2,Tekoa,Killer Whale,23,13.3,Water
0.041,3.487,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1.099005839,3066,M,2,Tekoa,Killer Whale,23,13.4,Water
-0.097,3.487,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.799834255,3068,M,1,Tekoa,Killer Whale,23,13.4,Water
0,3.487,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1,3068,M,2,Tekoa,Killer Whale,23,13.4,Water
-0.155,3.487,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.699841996,3068,M,1,Tekoa,Killer Whale,23,13.5,Water
-0.097,3.505,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.799834255,3200,F,1,Toki,Killer Whale,58,14.1,Water
0,3.505,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,1,3200,F,1,Toki,Killer Whale,58,13.7,Water
-0.222,3.505,Aquatic,Artiodactyla,Delphinidae,Orcinus,orca,0.599791076,3200,F,1,Toki,Killer Whale,58,14,Water
1.061,1.778,Terrestrial,Artiodactyla,Bovidae,Nanger,dama mhorr,11.50800389,60,M,1,Dexter,Mihor Gazelle,4,14.4,Air
1.247,1.653,Terrestrial,Artiodactyla,Bovidae,Nanger,dama mhorr,17.66037821,45,F,1,Un,Mihor Gazelle,3,14.8,Air
0.58,1.892,Aquatic,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,3.801893963,78,M,2,Elelo,Pacific White-Sided Dolphin,5,17,Water
0.38,1.892,Aquatic,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,2.398832919,78,M,2,Elelo,Pacific White-Sided Dolphin,5,17,Water
0.447,1.892,Aquatic,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,2.79898132,78,M,1,Elelo,Pacific White-Sided Dolphin,5,16.6,Water
0.301,2.025,Aquatic,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,1.99986187,106,M,2,Lii,Pacific White-Sided Dolphin,40,14.1,Water
0.447,2.025,Aquatic,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,2.79898132,106,M,2,Lii,Pacific White-Sided Dolphin,40,13.7,Water
0.342,2.025,Aquatic,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,2.197859873,106,M,2,Lii,Pacific White-Sided Dolphin,40,14,Water
0.643,1.982,Aquatic,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,4.395416154,96,F,2,Loke,Pacific White-Sided Dolphin,40,17,Water
0.301,1.982,Aquatic,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,1.99986187,96,F,2,Loke,Pacific White-Sided Dolphin,40,17,Water
0.477,1.982,Aquatic,Artiodactyla,Delphinidae,Lagenorhynchus,obliquidens,2.999162519,96,F,1,Loke,Pacific White-Sided Dolphin,40,16.6,Water
0.103,2.23,Aquatic,Artiodactyla,Delphinidae,Feresa,attenuata,1.267651866,170,M,1,Mu,Pygmy Killer Whale,21,21.8,Water
0.146,2.23,Aquatic,Artiodactyla,Delphinidae,Feresa,attenuata,1.399587323,170,M,1,Mu,Pygmy Killer Whale,21,21.8,Water
0.301,2.23,Aquatic,Artiodactyla,Delphinidae,Feresa,attenuata,1.99986187,170,M,1,Mu,Pygmy Killer Whale,21,22,Water
0.146,1.918,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.399587323,82.7,F,1,Dagny,Rough Toothed Dolphin,8,25,Water
0,1.918,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1,82.7,F,1,Dagny,Rough Toothed Dolphin,8,25,Water
0.079,1.918,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.199499303,82.7,F,1,Dagny,Rough Toothed Dolphin,8,25,Water
0,2.05,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1,112.2,F,1,Doris,Rough Toothed Dolphin,26,25,Water
0.079,2.05,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.199499303,112.2,F,1,Doris,Rough Toothed Dolphin,26,25,Water
0.079,2.05,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.199499303,112.2,F,1,Doris,Rough Toothed Dolphin,26,25,Water
0,2.09,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1,122.9,F,1,Kitana,Rough Toothed Dolphin,16,25,Water
0.079,2.09,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.199499303,122.9,F,1,Kitana,Rough Toothed Dolphin,16,25,Water
0.146,2.09,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.399587323,122.9,F,1,Kitana,Rough Toothed Dolphin,16,25,Water
0.204,1.979,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.599558029,95.3,M,1,Rex,Rough Toothed Dolphin,10,26,Water
0.146,1.979,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.399587323,95.3,M,1,Rex,Rough Toothed Dolphin,10,24,Water
0.204,1.979,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.599558029,95.3,M,1,Rex,Rough Toothed Dolphin,10,24,Water
0.204,1.979,Aquatic,Artiodactyla,Delphinidae,Steno,bredanensis,1.599558029,95.3,M,1,Rex,Rough Toothed Dolphin,10,24,Water
