common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,fr,order,family,genus,species,habitat,log_Mb,log_fr,breath_rate,temp,location
Bottlenose dolphin,Odisea ,F,139,5,5,1,DolphinCo-IslaMujeres,28,139,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.143,0,1,27.2,water
Bottlenose dolphin,Odisea ,F,139,6,5,1,DolphinCo-IslaMujeres,28,139,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.143,0.079,1.199499303,27.4,water
Bottlenose dolphin,Onyx,M,250,10,5,2,DolphinCo-MSQ,24,250,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.398,0.301,1.99986187,31.0,water
Bottlenose dolphin,Onyx,M,250,7,5,2,DolphinCo-MSQ,24,250,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.398,0.146,1.399587323,31.0,water
Bottlenose dolphin,Onyx,M,250,9,5,2,DolphinCo-MSQ,24,250,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.398,0.255,1.798870915,31.0,water
Bottlenose dolphin,Orion,M,135,7,5,2,DolphinCo-IslaMujeres,12,135,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.13,0.146,1.399587323,27.0,water
Bottlenose dolphin,Orion,M,135,8,5,2,DolphinCo-IslaMujeres,12,135,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.13,0.204,1.599558029,27.2,water
Bottlenose dolphin,Orion,M,135,6,5,1,DolphinCo-IslaMujeres,12,135,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.13,0.079,1.199499303,27.4,water
Bottlenose dolphin,PACO,M,205.4,14,5,2,DolphinCo-ZooMarine,24,205.4,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.313,0.447,2.79898132,25.5,water
Bottlenose dolphin,PACO,M,205.4,3,5,1,DolphinCo-ZooMarine,24,205.4,0.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.313,-0.222,0.599791076,25.6,water
Bottlenose dolphin,PACO,M,205.4,7,5,2,DolphinCo-ZooMarine,24,205.4,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.313,0.146,1.399587323,24.4,water
Bottlenose dolphin,Pakal ,M,151,9,5,2,DolphinCo-IslaMujeres,16,151,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.179,0.255,1.798870915,27.0,water
Bottlenose dolphin,Pakal ,M,151,8,5,1,DolphinCo-IslaMujeres,16,151,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.179,0.204,1.599558029,27.2,water
Bottlenose dolphin,Pakal ,M,151,7,5,1,DolphinCo-IslaMujeres,16,151,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.179,0.146,1.399587323,27.4,water
Bottlenose dolphin,Panama,F,243,10,5,2,DolphinCo-MSQ,29,243,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.386,0.301,1.99986187,31.0,water
Bottlenose dolphin,Panama,F,243,6,5,2,DolphinCo-MSQ,29,243,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.386,0.079,1.199499303,31.0,water
Bottlenose dolphin,Panama,F,243,9,5,2,DolphinCo-MSQ,29,243,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.386,0.255,1.798870915,31.0,water
Bottlenose dolphin,Pärla,F,156,7,5,1,Kolmarden,11,156,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.146,1.399587323,22.0,water
Bottlenose dolphin,Pärla,F,156,10,5,1,Kolmarden,11,156,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.301,1.99986187,22.0,water
Bottlenose dolphin,Pärla,F,156,7,5,1,Kolmarden,11,156,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.146,1.399587323,22.0,water
Bottlenose dolphin,Pärla,F,157,9,5,1,Kolmarden,11,157,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.196,0.255,1.798870915,21.0,water
Bottlenose dolphin,Pärla,F,157,9,5,1,Kolmarden,11,157,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.196,0.255,1.798870915,21.0,water
Bottlenose dolphin,Pärla,F,157,9,5,1,Kolmarden,11,157,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.196,0.255,1.798870915,21.0,water
Bottlenose dolphin,Pärla,F,156,6,5,1,Kolmarden,11,156,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.079,1.199499303,22.4,water
Bottlenose dolphin,Pärla,F,156,9,5,1,Kolmarden,11,156,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.255,1.798870915,22.4,water
Bottlenose dolphin,Pärla,F,156,7,5,1,Kolmarden,11,156,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.146,1.399587323,22.4,water
Bottlenose dolphin,Pärla,F,156,8,5,1,Kolmarden,11,156,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.204,1.599558029,22.0,water
Bottlenose dolphin,Pärla,F,156,9,5,1,Kolmarden,11,156,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.255,1.798870915,22.0,water
Bottlenose dolphin,Pärla,F,156,10,5,1,Kolmarden,11,156,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.301,1.99986187,22.0,water
Bottlenose dolphin,Peach,F,133.5,10,5,1,Kolmarden,8,133.5,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.125,0.301,1.99986187,22.0,water
Bottlenose dolphin,Peach,F,133.5,9,5,1,Kolmarden,8,133.5,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.125,0.255,1.798870915,22.0,water
Bottlenose dolphin,Peach,F,133.5,9,5,1,Kolmarden,8,133.5,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.125,0.255,1.798870915,22.0,water
Bottlenose dolphin,Peach,F,132,9,5,1,Kolmarden,8,132,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.121,0.255,1.798870915,21.0,water
Bottlenose dolphin,Peach,F,132,5,3,1,Kolmarden,8,132,1.7,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.121,0.222,1.667247213,21.0,water
Bottlenose dolphin,Peach,F,132,11,5,2,Kolmarden,8,132,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.121,0.342,2.197859873,21.0,water
Bottlenose dolphin,Peach,F,130.5,12,5,1,Kolmarden,8,130.5,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.116,0.38,2.398832919,22.4,water
Bottlenose dolphin,Perseo,M,78,13,5,2,DolphinCo-Cozumel,3,78,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,1.892,0.415,2.600159563,27.8,water
Bottlenose dolphin,Perseo,M,78,10,5,2,DolphinCo-Cozumel,3,78,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,1.892,0.301,1.99986187,28.1,water
Bottlenose dolphin,Perseo,M,78,11,5,2,DolphinCo-Cozumel,3,78,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,1.892,0.342,2.197859873,27.9,water
Bottlenose dolphin,Platon,M,127,7,5,1,DolphinCo-PuntaCana,8,127,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.104,0.146,1.399587323,28.6,water
Bottlenose dolphin,Platon,M,127,10,5,2,DolphinCo-PuntaCana,8,127,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.104,0.301,1.99986187,28.7,water
Bottlenose dolphin,Platon,M,127,9,5,2,DolphinCo-PuntaCana,8,127,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.104,0.255,1.798870915,29.5,water
Bottlenose dolphin,Prata,F,170,11,5,2,ZooMarine,7,170,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.23,0.342,2.197859873,20.4,water
Bottlenose dolphin,Prata,F,170,15,5,3,ZooMarine,7,170,3,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.23,0.477,2.999162519,20.8,water
Bottlenose dolphin,Prata,F,170,13,5,2,ZooMarine,7,170,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.23,0.415,2.600159563,20.6,water
Bottlenose dolphin,Primo,M,209,8,5,1,ZooMarine,14,209,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.32,0.204,1.599558029,19.6,water
Bottlenose dolphin,Primo,M,209,9,5,2,ZooMarine,14,209,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.32,0.255,1.798870915,20.3,water
Bottlenose dolphin,Primo,M,209,7,5,1,ZooMarine,14,209,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.32,0.146,1.399587323,20.6,water
Bottlenose dolphin,QUINA,F,151.2,6,5,2,DolphinCo-ZooMarine,21,151.2,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.18,0.079,1.199499303,25.6,water
Bottlenose dolphin,QUINA,F,151.2,8,5,2,DolphinCo-ZooMarine,21,151.2,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.18,0.204,1.599558029,24.4,water
Bottlenose dolphin,QUINA,F,151.2,10,5,3,DolphinCo-ZooMarine,21,151.2,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.18,0.301,1.99986187,24.5,water
Bottlenose dolphin,Reggae,M,150,5,5,1,DolphinCo-Cayman,15,150,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.176,0,1,29.0,water
Bottlenose dolphin,Reggae,M,150,5,5,1,DolphinCo-Cayman,15,150,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.176,0,1,29.0,water
Bottlenose dolphin,Reggae,M,150,5,5,1,DolphinCo-Cayman,15,150,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.176,0,1,29.0,water
Bottlenose dolphin,Richie,M,172,11,5,2,DolphinCo-Cayman,19,172,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.236,0.342,2.197859873,29.0,water
Bottlenose dolphin,Richie,M,172,20,5,3,DolphinCo-Cayman,19,172,4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.236,0.602,3.999447498,29.0,water
Bottlenose dolphin,Richie,M,172,8,5,2,DolphinCo-Cayman,19,172,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.236,0.204,1.599558029,29.0,water
Bottlenose dolphin,Ringo,M,149,9,5,1,DolphinCo-MSQ,13,149,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.173,0.255,1.798870915,31.0,water
Bottlenose dolphin,Ringo,M,149,7,5,2,DolphinCo-MSQ,13,149,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.173,0.146,1.399587323,31.0,water
Bottlenose dolphin,Ringo,M,149,7,5,2,DolphinCo-MSQ,13,149,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.173,0.146,1.399587323,31.0,water
Bottlenose dolphin,Ripley,M,174,6,5,2,DolphinCo-MSQ,30,174,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.241,0.079,1.199499303,31.0,water
Bottlenose dolphin,Ripley,M,174,6,5,2,DolphinCo-MSQ,30,174,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.241,0.079,1.199499303,31.0,water
Bottlenose dolphin,Ripley,M,174,8,5,2,DolphinCo-MSQ,30,174,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.241,0.204,1.599558029,31.0,water
Bottlenose dolphin,ROBIN,M,195,7,5,1,DolphinCo-ZooMarine,41,195,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.29,0.146,1.399587323,25.6,water
Bottlenose dolphin,ROBIN,M,195,8,5,2,DolphinCo-ZooMarine,41,195,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.29,0.204,1.599558029,24.4,water
Bottlenose dolphin,ROBIN,M,195,10,5,2,DolphinCo-ZooMarine,41,195,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.29,0.301,1.99986187,24.5,water
Bottlenose dolphin,Romeos,M,166,8,5,2,DolphinCo-PuntaCana,19,166,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.22,0.204,1.599558029,28.7,water
Bottlenose dolphin,Romeos,M,166,9,5,2,DolphinCo-PuntaCana,19,166,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.22,0.255,1.798870915,28.8,water
Bottlenose dolphin,Romeos,M,166,13,5,3,DolphinCo-PuntaCana,19,166,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.22,0.415,2.600159563,28.6,water
Bottlenose dolphin,Sally,F,158,6,5,1,DolphinCo-Cayman,19,158,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.199,0.079,1.199499303,29.0,water
Bottlenose dolphin,Sally,F,158,9,5,2,DolphinCo-Cayman,19,158,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.199,0.255,1.798870915,29.0,water
Bottlenose dolphin,Sally,F,158,8,5,2,DolphinCo-Cayman,19,158,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.199,0.204,1.599558029,29.0,water
Bottlenose dolphin,Samantha,F,198,6,5,2,DolphinCo-MSQ,37,198,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.297,0.079,1.199499303,31.0,water
Bottlenose dolphin,Samantha,F,198,8,5,2,DolphinCo-MSQ,37,198,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.297,0.204,1.599558029,31.0,water
Bottlenose dolphin,Samantha,F,198,7,5,2,DolphinCo-MSQ,37,198,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.297,0.146,1.399587323,31.0,water
Bottlenose dolphin,SCARLET,F,170,8,5,1,DolphinCo-Maroma,34,170,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.23,0.204,1.599558029,29.0,water
Bottlenose dolphin,SCARLET,F,170,11,5,1,DolphinCo-Maroma,34,170,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.23,0.342,2.197859873,30.0,water
Bottlenose dolphin,SCARLET,F,170,15,5,2,DolphinCo-Maroma,34,170,3,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.23,0.477,2.999162519,31.0,water
Bottlenose dolphin,Shakira,F,135,4,5,1,DolphinCo-PuntaCana,16,135,0.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.13,-0.097,0.799834255,28.6,water
Bottlenose dolphin,Shakira,F,135,7,5,2,DolphinCo-PuntaCana,16,135,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.13,0.146,1.399587323,28.6,water
Bottlenose dolphin,Shakira,F,135,8,5,2,DolphinCo-PuntaCana,16,135,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.13,0.204,1.599558029,28.5,water
Bottlenose dolphin,Sherlock,F,105,8,5,2,DolphinCo-Cayman,6,105,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.021,0.204,1.599558029,29.0,water
Bottlenose dolphin,Sherlock,F,105,9,5,2,DolphinCo-Cayman,6,105,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.021,0.255,1.798870915,29.0,water
Bottlenose dolphin,Sherlock,F,105,6,5,1,DolphinCo-Cayman,6,105,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.021,0.079,1.199499303,29.0,water
Bottlenose dolphin,Simbad ,M,159,12,5,2,DolphinCo-IslaMujeres,26,159,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.201,0.38,2.398832919,27.9,water
Bottlenose dolphin,Simbad ,M,159,6,5,1,DolphinCo-IslaMujeres,26,159,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.201,0.079,1.199499303,27.2,water
Bottlenose dolphin,Simbad ,M,159,5,5,1,DolphinCo-IslaMujeres,26,159,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.201,0,1,27.4,water
Bottlenose dolphin,Sissy,F,133,10,5,2,ZooMarine,13,133,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.124,0.301,1.99986187,17.5,water
Bottlenose dolphin,Sissy,F,133,13,5,2,ZooMarine,13,133,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.124,0.415,2.600159563,16.8,water
Bottlenose dolphin,Sissy,F,133,14,5,2,ZooMarine,13,133,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.124,0.447,2.79898132,18.5,water
Bottlenose dolphin,Skye,F,171,7,5,2,DolphinCo-MSQ,26,171,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.233,0.146,1.399587323,31.0,water
Bottlenose dolphin,Skye,F,171,6,5,2,DolphinCo-MSQ,26,171,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.233,0.079,1.199499303,31.0,water
Bottlenose dolphin,Skye,F,171,7,5,2,DolphinCo-MSQ,26,171,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.233,0.146,1.399587323,31.0,water
Bottlenose dolphin,Sofia,F,138,9,5,2,DolphinCo-CostaMaya,9,138,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.14,0.255,1.798870915,30.2,water
Bottlenose dolphin,Sofia,F,138,9,5,2,DolphinCo-CostaMaya,9,138,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.14,0.255,1.798870915,30.3,water
Bottlenose dolphin,Sofia,F,138,11,5,2,DolphinCo-CostaMaya,9,138,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.14,0.342,2.197859873,30.4,water
Bottlenose dolphin,Soraida,F,138,9,5,2,DolphinCo-CostaMaya,8,138,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.14,0.255,1.798870915,30.2,water
Bottlenose dolphin,Soraida,F,138,9,5,2,DolphinCo-CostaMaya,8,138,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.14,0.255,1.798870915,30.2,water
Bottlenose dolphin,Soraida,F,138,10,5,2,DolphinCo-CostaMaya,8,138,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.14,0.301,1.99986187,30.2,water
Bottlenose dolphin,Squirt,F,147,10,5,2,DolphinCo-MSQ,13,147,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.167,0.301,1.99986187,31.0,water
Bottlenose dolphin,Squirt,F,147,8,5,2,DolphinCo-MSQ,13,147,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.167,0.204,1.599558029,31.0,water
Bottlenose dolphin,Squirt,F,147,8,5,2,DolphinCo-MSQ,13,147,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.167,0.204,1.599558029,31.0,water
Bottlenose dolphin,Star,F,161,9,5,2,DolphinCo-MSQ,24,161,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.207,0.255,1.798870915,31.0,water
Bottlenose dolphin,Star,F,161,7,5,2,DolphinCo-MSQ,24,161,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.207,0.146,1.399587323,31.0,water
Bottlenose dolphin,Star,F,161,7,5,2,DolphinCo-MSQ,24,161,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.207,0.146,1.399587323,31.0,water
Bottlenose dolphin,Sundance,M,201,7,5,2,DolphinCo-MSQ,33,201,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.303,0.146,1.399587323,31.0,water
Bottlenose dolphin,Sundance,M,201,7,5,2,DolphinCo-MSQ,33,201,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.303,0.146,1.399587323,31.0,water
Bottlenose dolphin,Sundance,M,201,6,5,2,DolphinCo-MSQ,33,201,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.303,0.079,1.199499303,31.0,water
Bottlenose dolphin,Tabo,M,200,11,5,1,ZooMarine,30,200,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.301,0.342,2.197859873,19.5,water
Bottlenose dolphin,Tabo,M,200,9,5,1,ZooMarine,30,200,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.301,0.255,1.798870915,20.6,water
Bottlenose dolphin,Tabo,M,200,8,5,2,ZooMarine,30,200,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.301,0.204,1.599558029,19.0,water
Bottlenose dolphin,Taras,M,151,12,5,2,ZooMarine,9,151,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.179,0.38,2.398832919,19.4,water
Bottlenose dolphin,Taras,M,151,17,5,2,ZooMarine,9,151,3.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.179,0.531,3.396252726,18.5,water
Bottlenose dolphin,Taras,M,151,12,5,2,ZooMarine,9,151,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.179,0.38,2.398832919,18.0,water
Bottlenose dolphin,Tesla,F,109,6,5,1,DolphinCo-Cayman,6,109,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.037,0.079,1.199499303,29.0,water
Bottlenose dolphin,Tesla,F,109,10,5,2,DolphinCo-Cayman,6,109,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.037,0.301,1.99986187,29.0,water
Bottlenose dolphin,Tesla,F,109,9,5,2,DolphinCo-Cayman,6,109,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.037,0.255,1.798870915,29.0,water
Bottlenose dolphin,THAI,F,158,3,5,2,DolphinCo-ZooMarine,11,158,0.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.199,-0.222,0.599791076,26.6,water
Bottlenose dolphin,THAI,F,158,7,5,2,DolphinCo-ZooMarine,11,158,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.199,0.146,1.399587323,24.4,water
Bottlenose dolphin,THAI,F,158,5,5,3,DolphinCo-ZooMarine,11,158,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.199,0,1,24.5,water
Bottlenose dolphin,Tiziano,M,119,10,5,1,DolphinCo-Cozumel,6,119,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.076,0.301,1.99986187,27.8,water
Bottlenose dolphin,Tiziano,M,119,9,5,1,DolphinCo-Cozumel,6,119,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.076,0.255,1.798870915,27.9,water
Bottlenose dolphin,Tiziano,M,119,10,5,1,DolphinCo-Cozumel,6,119,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.076,0.301,1.99986187,28.4,water
Bottlenose dolphin,Tonalli ,F,111,10,5,2,DolphinCo-IslaMujeres,5,111,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.045,0.301,1.99986187,27.9,water
Bottlenose dolphin,Tonalli ,F,111,10,5,2,DolphinCo-IslaMujeres,5,111,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.045,0.301,1.99986187,27.2,water
Bottlenose dolphin,Tonalli ,F,111,9,5,2,DolphinCo-IslaMujeres,5,111,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.045,0.255,1.798870915,27.4,water
Bottlenose dolphin,Ulises,M,156,10,5,3,DolphinCo-PuntaCana,16,156,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.301,1.99986187,28.7,water
Bottlenose dolphin,Ulises,M,156,11,5,2,DolphinCo-PuntaCana,16,156,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.342,2.197859873,28.8,water
Bottlenose dolphin,Ulises,M,156,8,5,2,DolphinCo-PuntaCana,16,156,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.193,0.204,1.599558029,28.6,water
Bottlenose dolphin,Ulisse,M,208,10,5,2,LoroParque,26,208,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.318,0.301,1.99986187,24.5,water
Bottlenose dolphin,Ulisse,M,208,12,5,2,LoroParque,26,208,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.318,0.38,2.398832919,24.5,water
Bottlenose dolphin,Ulisse,M,214,9,5,2,LoroParque,26,214,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.33,0.255,1.798870915,24.5,water
Bottlenose dolphin,Ulisse,M,214,8,5,2,LoroParque,26,214,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.33,0.204,1.599558029,24.5,water
Bottlenose dolphin,Ulisse,M,214,8,5,1,LoroParque,26,214,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.33,0.204,1.599558029,24.6,water
Bottlenose dolphin,Ulisses,M,195,21,5,2,ZooMarine,20,195,4.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.29,0.623,4.19758984,19.0,water
Bottlenose dolphin,Ulisses,M,195,12,5,2,ZooMarine,20,195,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.29,0.38,2.398832919,18.9,water
Bottlenose dolphin,Ulisses,M,195,3,5,1,ZooMarine,20,195,0.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.29,-0.222,0.599791076,18.9,water
Bottlenose dolphin,Valeria,F,168,10,5,3,DolphinCo-IslaMujeres,18,168,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.225,0.301,1.99986187,27.0,water
Bottlenose dolphin,Valeria,F,168,8,5,2,DolphinCo-IslaMujeres,18,168,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.225,0.204,1.599558029,27.2,water
Bottlenose dolphin,Valeria,F,168,10,5,3,DolphinCo-IslaMujeres,18,168,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.225,0.301,1.99986187,27.4,water
Bottlenose dolphin,Venus,F,158,9,5,1,DolphinCo-PuntaCana,28,158,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.199,0.255,1.798870915,28.7,water
Bottlenose dolphin,Venus,F,158,10,5,2,DolphinCo-PuntaCana,28,158,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.199,0.301,1.99986187,28.8,water
Bottlenose dolphin,Venus,F,158,6,5,1,DolphinCo-PuntaCana,28,158,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.199,0.079,1.199499303,29.2,water
Bottlenose dolphin,Xinana,F,227,10,5,2,ZooMarine,24,227,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.356,0.301,1.99986187,20.2,water
Bottlenose dolphin,Xinana,F,227,7,5,1,ZooMarine,24,227,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,2.356,0.146,1.399587323,20.4,water
