common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,fr,order,family,genus,species,habitat,log_Mb,log_fr,breath_rate,temp,location
Snow leopard,Khoomi,M,28,90,5,1,Kolmarden,15,28,18,Carnivora,Felidae,Panthera ,uncia ,terrestrial,1.447,1.255,17.98870915,9.0,air
Snow leopard,Khoomi,M,28,109,5,1,Kolmarden,15,28,21.8,Carnivora,Felidae,Panthera ,uncia ,terrestrial,1.447,1.338,21.77709772,6.0,air
Snow leopard,Khoomi,M,28,213,5,1,Kolmarden,15,28,42.6,Carnivora,Felidae,Panthera ,uncia ,terrestrial,1.447,1.629,42.55984131,12.0,air
Snow leopard,Mias,F,36,73,4,1,Kolmarden,13,36,18.3,Carnivora,Felidae,Panthera ,uncia ,terrestrial,1.556,1.261,18.23895702,4.0,air
Snow leopard,Nyima,F,36,32,3,1,Kolmarden,2,36,10.7,Carnivora,Felidae,Panthera ,uncia ,terrestrial,1.556,1.028,10.66596121,1.0,air
Snow leopard,Nyima,F,36,28,3,1,Kolmarden,2,36,9.3,Carnivora,Felidae,Panthera ,uncia ,terrestrial,1.556,0.97,9.332543008,2.0,air
Snow leopard,Nyima,F,36,17,1,1,Kolmarden,2,36,17,Carnivora,Felidae,Panthera ,uncia ,terrestrial,1.556,1.23,16.98243652,2.0,air
Spotted Seal,Nuna,F,57,6,5,1,MysticAquarium,4,57,1.2,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.756,0.079,1.199499303,8.9,water
Spotted Seal,Nuna,F,57,6,5,1,MysticAquarium,4,57,1.2,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.756,0.079,1.199499303,10.2,water
Spotted Seal,Nuna,F,57,16,5,1,MysticAquarium,4,57,3.2,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.756,0.505,3.19889511,11.0,water
Spotted Seal,Nuna,F,57,9,5,1,MysticAquarium,4,57,1.8,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.756,0.255,1.798870915,10.3,water
Spotted Seal,Nuna,F,57,8,5,1,MysticAquarium,4,57,1.6,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.756,0.204,1.599558029,10.0,water
Spotted Seal,Siku,F,68,6,5,2,MysticAquarium,8,68,1.2,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.833,0.079,1.199499303,8.9,water
Spotted Seal,Siku,F,68,8,5,1,MysticAquarium,8,68,1.6,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.833,0.204,1.599558029,10.2,water
Spotted Seal,Siku,F,68,12,5,1,MysticAquarium,8,68,2.4,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.833,0.38,2.398832919,11.0,water
Spotted Seal,Siku,F,68,12,5,1,MysticAquarium,8,68,2.4,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.833,0.38,2.398832919,10.3,water
Spotted Seal,Siku,F,68,13,5,1,MysticAquarium,8,68,2.6,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.833,0.415,2.600159563,10.0,water
Spotted Seal,Siku,F,68,12,5,1,MysticAquarium,8,68,2.4,Carnivora,Phocidae,Phoca,largha,semiaquatic,1.833,0.38,2.398832919,10.9,water
Harbour seal ,ACE,M,97,14,5,2,DolphinCo-MSQ,18,97,2.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.987,0.447,2.79898132,26.0,water
Harbour seal ,ACE,M,97,7,5,1,DolphinCo-MSQ,18,97,1.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.987,0.146,1.399587323,26.4,water
Harbour seal ,ACE,M,97,20,5,2,DolphinCo-MSQ,18,97,4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.987,0.602,3.999447498,27.0,water
Harbor Seal,Bristol,F,64,9,5,1,MysticAquarium,10,64,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.806,0.255,1.798870915,8.9,water
Harbor Seal,Bristol,F,64,16,5,1,MysticAquarium,10,64,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.806,0.505,3.19889511,11.0,water
Harbor Seal,Bristol,F,64,18,5,1,MysticAquarium,10,64,3.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.806,0.556,3.597493352,10.3,water
Harbor Seal,Bristol,F,64,9,5,1,MysticAquarium,10,64,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.806,0.255,1.798870915,10.0,water
Harbor Seal,Bristol,F,64,9,5,1,MysticAquarium,10,64,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.806,0.255,1.798870915,10.9,water
Harbour seal ,CALI,F,77,3,5,1,DolphinCo-MSQ,13,77,0.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.886,-0.222,0.599791076,26.5,water
Harbour seal ,CALI,F,77,7,5,1,DolphinCo-MSQ,13,77,1.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.886,0.146,1.399587323,27.7,water
Harbour seal ,CALI,F,77,23,5,1,DolphinCo-MSQ,13,77,4.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.886,0.663,4.602565736,27.0,water
Harbour seal ,CANE,M,103,3,5,1,DolphinCo-MSQ,13,103,0.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.013,-0.222,0.599791076,26.0,water
Harbour seal ,CANE,M,103,4,5,2,DolphinCo-MSQ,13,103,0.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.013,-0.097,0.799834255,26.4,water
Harbour seal ,CANE,M,103,8,5,2,DolphinCo-MSQ,13,103,1.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.013,0.204,1.599558029,27.0,water
Harbor seal,Chico,M,86,12,5,2,ZooMarine,23,86,2.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.934,0.38,2.398832919,20.5,water
Harbor seal,Chico,M,86,15,5,2,ZooMarine,23,86,3,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.934,0.477,2.999162519,21.2,water
Harbor seal,Chico,M,86,20,5,2,ZooMarine,23,86,4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.934,0.602,3.999447498,20.4,water
Harbor seal,Chico,M,86,20,5,1,ZooMarine,23,86,4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.934,0.602,3.999447498,19.0,air
Harbour seal ,COLLOSUS,M,125,13,5,2,DolphinCo-MSQ,17,125,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.097,0.415,2.600159563,26.5,water
Harbour seal ,COLLOSUS,M,125,34,5,3,DolphinCo-MSQ,17,125,6.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.097,0.833,6.807693587,27.7,water
Harbour seal ,COLLOSUS,M,125,8,5,2,DolphinCo-MSQ,17,125,1.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.097,0.204,1.599558029,26.5,water
Harbor Seal,Coral,F,81.5,13,5,1,MysticAquarium,11,81.5,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.911,0.415,2.600159563,8.4,water
Harbor Seal,Coral,F,81.5,14,5,1,MysticAquarium,11,81.5,2.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.911,0.447,2.79898132,8.9,water
Harbor Seal,Coral,F,81.5,7,5,1,MysticAquarium,11,81.5,1.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.911,0.146,1.399587323,8.9,water
Harbor Seal,Coral,F,82.5,16,5,1,MysticAquarium,11,82.5,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.916,0.505,3.19889511,9.4,water
Harbor Seal,Coral,F,82.5,17,5,1,MysticAquarium,11,82.5,3.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.916,0.531,3.396252726,10.2,water
Harbor Seal,Cork,M,89,11,5,1,MysticAquarium,10,89,2.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.949,0.342,2.197859873,8.4,water
Harbor Seal,Cork,M,89,15,5,2,MysticAquarium,10,89,3,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.949,0.477,2.999162519,8.9,water
Harbor Seal,Cork,M,89,5,5,1,MysticAquarium,10,89,1,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.949,0,1,8.9,water
Harbor Seal,Cork,M,89.5,13,5,1,MysticAquarium,10,89.5,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.952,0.415,2.600159563,9.4,water
Harbor Seal,Cork,M,89.5,14,5,1,MysticAquarium,10,89.5,2.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.952,0.447,2.79898132,10.2,water
Harbor Seal,Cork ,M,89.5,16,5,1,MysticAquarium,10,89.5,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.952,0.505,3.19889511,10.9,water
Harbor seal,Darky,F,67,28,5,2,ZooMarine,34,67,5.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.826,0.748,5.597576015,19.6,water
Harbor seal,Darky,F,67,27,5,1,ZooMarine,34,67,5.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.826,0.732,5.395106225,19.6,water
Harbor seal,Darky,F,67,32,5,2,ZooMarine,34,67,6.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.826,0.806,6.397348355,20.6,water
Harbor seal,Eddie,M,78,19,5,2,ZooMarine,27,78,3.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.892,0.58,3.801893963,19.2,water
Harbor seal,Eddie,M,78,11,5,2,ZooMarine,27,78,2.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.892,0.342,2.197859873,20.0,water
Harbor seal,Eddie,M,78,12,5,2,ZooMarine,27,78,2.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.892,0.38,2.398832919,20.4,water
Harbor seal,Félix,M,58,12,5,2,ZooMarine,6,58,2.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.763,0.38,2.398832919,20.0,water
Harbor seal,Félix,M,58,15,5,2,ZooMarine,6,58,3,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.763,0.477,2.999162519,20.0,water
Harbor seal,Félix,M,58,19,5,2,ZooMarine,6,58,3.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.763,0.58,3.801893963,20.6,water
Harbor Seal,Halifax,M,93,6,5,1,MysticAquarium,11,93,1.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.968,0.079,1.199499303,8.9,water
Harbor Seal,Halifax,M,93,8,5,1,MysticAquarium,11,93,1.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.968,0.204,1.599558029,10.2,water
Harbor Seal,Halifax,M,93,11,5,1,MysticAquarium,11,93,2.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.968,0.342,2.197859873,11.0,water
Harbor Seal,Halifax,M,93,15,5,1,MysticAquarium,11,93,3,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.968,0.477,2.999162519,10.3,water
Harbor Seal,Halifax,M,93,5,5,1,MysticAquarium,11,93,1,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.968,0,1,10.0,water
Harbor Seal,Halifax,M,93,17,5,1,MysticAquarium,11,93,3.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.968,0.531,3.396252726,10.9,water
Harbor seal,HOPE,F,62,16,5,1,DolphinCo-ZooMarine,20,62,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.792,0.505,3.19889511,29.4,water
Harbor seal,HOPE,F,62,10,5,2,DolphinCo-ZooMarine,20,62,2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.792,0.301,1.99986187,27.0,water
Harbor seal,HOPE,F,62,25,5,1,DolphinCo-ZooMarine,20,62,5,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.792,0.699,5.00034535,27.0,water
Harbor seal,Kaia,F,56,14,5,2,ZooMarine,8,56,2.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.748,0.447,2.79898132,19.2,water
Harbor seal,Kaia,F,56,18,5,2,ZooMarine,8,56,3.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.748,0.556,3.597493352,20.0,water
Harbor seal,Kaia,F,56,6,5,2,ZooMarine,8,56,1.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.748,0.079,1.199499303,20.0,water
Harbor seal,Kaia,F,56,28,5,1,ZooMarine,8,56,5.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.748,0.748,5.597576015,16.0,air
Harbour seal ,OCEAN,F,91,9,5,1,DolphinCo-MSQ,10,91,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.959,0.255,1.798870915,27.7,water
Harbour seal ,OCEAN,F,91,10,5,1,DolphinCo-MSQ,10,91,2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.959,0.301,1.99986187,26.4,water
Harbour seal ,OCEAN,F,91,23,5,1,DolphinCo-MSQ,10,91,4.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.959,0.663,4.602565736,27.0,water
Harbor Seal,Pearl,F,73,10,5,1,MysticAquarium,11,73,2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.863,0.301,1.99986187,8.4,water
Harbor Seal,Pearl,F,73,18,5,2,MysticAquarium,11,73,3.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.863,0.556,3.597493352,8.9,water
Harbor Seal,Pearl,F,74.5,10,5,1,MysticAquarium,11,74.5,2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.872,0.301,1.99986187,9.4,water
Harbor Seal,Pearl,F,74.5,15,5,1,MysticAquarium,11,74.5,3,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.872,0.477,2.999162519,10.2,water
Harbor Seal,Pearl,F,74.5,11,5,1,MysticAquarium,11,74.5,2.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.872,0.342,2.197859873,11.0,water
Harbor Seal,Pearl,F,74.5,13,5,1,MysticAquarium,11,74.5,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.872,0.415,2.600159563,10.9,water
Harbor seal,PENELOPE,F,73,21,5,1,DolphinCo-ZooMarine,22,73,4.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.863,0.623,4.19758984,29.4,water
Harbor seal,PENELOPE,F,73,12,5,1,DolphinCo-ZooMarine,22,73,2.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.863,0.38,2.398832919,28.1,water
Harbor seal,PENELOPE,F,73,16,5,1,DolphinCo-ZooMarine,22,73,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.863,0.505,3.19889511,26.3,water
Harbour seal ,PHAROAH,F,68,28,5,2,DolphinCo-MSQ,8,68,5.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.833,0.748,5.597576015,26.5,water
Harbour seal ,PHAROAH,F,68,15,5,2,DolphinCo-MSQ,8,68,3,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.833,0.477,2.999162519,27.7,water
Harbour seal ,PHAROAH,F,68,22,5,1,DolphinCo-MSQ,8,68,4.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.833,0.643,4.395416154,27.0,water
Harbour seal ,ROGUE,F,67,19,5,2,DolphinCo-MSQ,5,67,3.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.826,0.58,3.801893963,26.5,water
Harbour seal ,ROGUE,F,67,12,5,1,DolphinCo-MSQ,5,67,2.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.826,0.38,2.398832919,27.7,water
Harbour seal ,ROGUE,F,67,20,5,2,DolphinCo-MSQ,5,67,4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.826,0.602,3.999447498,26.4,water
Harbour seal ,SCALLOP,F,84,15,5,2,DolphinCo-MSQ,8,84,3,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.924,0.477,2.999162519,26.5,water
Harbour seal ,SCALLOP,F,84,29,5,3,DolphinCo-MSQ,8,84,5.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.924,0.763,5.794286964,27.7,water
Harbour seal ,SCALLOP,F,84,18,5,1,DolphinCo-MSQ,8,84,3.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.924,0.556,3.597493352,26.4,water
Harbor Seal,Spanky,M,126,20,5,1,MysticAquarium,23,126,4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.1,0.602,3.999447498,8.9,water
Harbor Seal,Spanky,M,126,5,5,1,MysticAquarium,24,126,1,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.1,0,1,8.9,water
Harbor Seal,Spanky,M,126,9,5,1,MysticAquarium,24,126,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.1,0.255,1.798870915,10.2,water
Harbor Seal,Spanky,M,126,9,5,1,MysticAquarium,24,126,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.1,0.255,1.798870915,11.0,water
Harbor Seal,Spanky,M,126,16,5,1,MysticAquarium,24,126,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,2.1,0.505,3.19889511,10.3,water
Harbor seal,TATTO,M,63,13,5,2,DolphinCo-ZooMarine,6,63,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.799,0.415,2.600159563,29.3,water
Harbor seal,TATTO,M,63,16,5,2,DolphinCo-ZooMarine,6,63,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.799,0.505,3.19889511,27.0,water
Harbor seal,TATTO,M,63,21,5,2,DolphinCo-ZooMarine,6,63,4.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.799,0.623,4.19758984,26.4,water
Harbor Seal,Victoria,F,82.5,5,5,1,MysticAquarium,11,82.5,1,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.916,0,1,8.9,water
Harbor Seal,Victoria,F,81,13,5,1,MysticAquarium,11,81,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.908,0.415,2.600159563,11.0,water
Harbor Seal,Victoria,F,81,13,5,1,MysticAquarium,11,81,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.908,0.415,2.600159563,10.3,water
Harbor Seal,Victoria,F,81,14,5,1,MysticAquarium,11,81,2.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.908,0.447,2.79898132,10.0,water
Harbor Seal,Victoria,F,81,11,5,1,MysticAquarium,11,81,2.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,1.908,0.342,2.197859873,10.9,water
Harbor porpoise,B,F,36.2,12,5,3,Fjord&Baelt,4,36.2,2.4,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.559,0.38,2.398832919,17.0,water
Harbor porpoise,A,F,67.6,11,5,2,Fjord&Baelt,28,67.6,2.2,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.83,0.342,2.197859873,16.0,water
Harbor porpoise,A,F,67.6,15,5,2,Fjord&Baelt,28,67.6,3,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.83,0.477,2.999162519,15.0,water
Harbor porpoise,A,F,67.6,14,5,2,Fjord&Baelt,28,67.6,2.8,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.83,0.447,2.79898132,17.0,water
Harbor porpoise,A,F,67.6,14,5,3,Fjord&Baelt,28,67.6,2.8,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.83,0.447,2.79898132,20.0,water
Harbor porpoise,A,F,67.6,14,5,2,Fjord&Baelt,28,67.6,2.8,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.83,0.447,2.79898132,21.0,water
Harbor porpoise,B,F,36.2,11,5,2,Fjord&Baelt,4,36.2,2.2,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.559,0.342,2.197859873,16.0,water
Harbor porpoise,B,F,36.2,9,5,2,Fjord&Baelt,4,36.2,1.8,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.559,0.255,1.798870915,15.0,water
Harbor porpoise,B,F,36.2,10,5,2,Fjord&Baelt,4,36.2,2,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.559,0.301,1.99986187,17.0,water
Harbor porpoise,B,M,35.5,15,5,3,Fjord&Baelt,4,35.5,3,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.55,0.477,2.999162519,20.0,water
Harbor porpoise,B,M,35.5,17,5,3,Fjord&Baelt,4,35.5,3.4,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.55,0.531,3.396252726,17.0,water
Harbor porpoise,B,F,36.2,15,5,2,Fjord&Baelt,4,36.2,3,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.559,0.477,2.999162519,21.0,water
Harbor porpoise,C,M,35.5,14,5,2,Fjord&Baelt,4,35.5,2.8,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.55,0.447,2.79898132,16.0,water
Harbor porpoise,C,M,35.5,10,5,2,Fjord&Baelt,4,35.5,2,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.55,0.301,1.99986187,15.0,water
Harbor porpoise,C,M,35.5,11,5,3,Fjord&Baelt,4,35.5,2.2,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.55,0.342,2.197859873,17.0,water
Harbor porpoise,C,M,35.5,17,5,3,Fjord&Baelt,4,35.5,3.4,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.55,0.531,3.396252726,20.0,water
Harbor porpoise,C,M,35.5,12,5,2,Fjord&Baelt,4,35.5,2.4,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.55,0.38,2.398832919,21.0,water
Harbor porpoise,A,F,67.6,15,5,3,Fjord&Baelt,28,67.6,3,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.83,0.477,2.999162519,17.0,water
Harbor porpoise,A,F,67.6,14,5,2,Fjord&Baelt,28,67.6,2.8,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,1.83,0.447,2.79898132,20.0,water
False killer whale,Amma,F,667,9,9.5,1,Okinawa-Chumari,NA,667,0.9,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.824,-0.023,0.948418463,21.8,water
False killer whale,Amma,F,667,27,16,3,Okinawa-Chumari,NA,667,1.7,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.824,0.227,1.686553025,21.8,water
False killer whale,Arsa,F,345,19,14,2,Okinawa-Chumari,NA,345,1.4,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.538,0.133,1.358313447,21.8,water
False killer whale,Arsa,F,345,29,12,2,Okinawa-Chumari,NA,345,2.4,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.538,0.383,2.415460834,22.0,water
False killer whale,Dars,M,503,9,9.5,1,Okinawa-Chumari,NA,503,0.9,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.702,-0.023,0.948418463,21.8,water
False killer whale,Gon,M,630,23,10,2,Okinawa-Chumari,NA,630,2.3,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.799,0.362,2.301441817,21.8,water
False killer whale,Gon,M,630,23,7,2,Okinawa-Chumari,NA,630,3.3,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.799,0.517,3.288516309,22.0,water
False killer whale,Gon,M,630,21,7,1,Okinawa-Chumari,NA,630,3,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.799,0.477,2.999162519,22.0,water
False killer whale,Momo,F,553,30,16,2,Okinawa-Chumari,NA,553,1.9,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.743,0.273,1.874994508,21.8,water
False killer whale,Momo,F,553,23,15,1,Okinawa-Chumari,NA,553,1.5,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.743,0.186,1.534616983,21.8,water
False killer whale,Momo,F,553,35,15,2,Okinawa-Chumari,NA,553,2.3,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.743,0.368,2.333458062,21.8,water
False killer whale,Momo,F,553,24,15,1,Okinawa-Chumari,NA,553,1.6,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.743,0.204,1.599558029,21.8,water
False killer whale,Momo,F,553,3,2,1,Okinawa-Chumari,NA,553,1.5,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.743,0.176,1.499684836,21.8,water
False killer whale,Momo,F,553,17,11,1,Okinawa-Chumari,NA,553,1.5,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.743,0.189,1.54525444,22.0,water
False killer whale,Tida,M,933,20,15,1,Okinawa-Chumari,NA,933,1.3,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.97,0.125,1.333521432,21.8,water
False killer whale,Tida,M,933,7,5,1,Okinawa-Chumari,NA,933,1.4,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.97,0.146,1.399587323,21.8,water
False killer whale,Tida,M,933,27,11,2,Okinawa-Chumari,NA,933,2.5,Artiodactyla,Delphinidae,Pseudorca,crassidens,aquatic,2.97,0.39,2.454708916,22.0,water
Rough toothed dolphin,Dagny,F,82.7,7,5,1,GulfWorld,8,82.7,1.4,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,1.918,0.146,1.399587323,25.0,water
Rough toothed dolphin,Dagny,F,82.7,5,5,1,GulfWorld,8,82.7,1,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,1.918,0,1,25.0,water
Rough toothed dolphin,Dagny,F,82.7,6,5,1,GulfWorld,8,82.7,1.2,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,1.918,0.079,1.199499303,25.0,water
Rough toothed dolphin,Doris,F,112.2,5,5,1,GulfWorld,26,112.2,1,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,2.05,0,1,25.0,water
Rough toothed dolphin,Doris,F,112.2,6,5,1,GulfWorld,26,112.2,1.2,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,2.05,0.079,1.199499303,25.0,water
Rough toothed dolphin,Doris,F,112.2,6,5,1,GulfWorld,26,112.2,1.2,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,2.05,0.079,1.199499303,25.0,water
Rough toothed dolphin,Kitana,F,122.9,5,5,1,GulfWorld,16,122.9,1,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,2.09,0,1,25.0,water
Rough toothed dolphin,Kitana,F,122.9,6,5,1,GulfWorld,16,122.9,1.2,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,2.09,0.079,1.199499303,25.0,water
Rough toothed dolphin,Kitana,F,122.9,7,5,1,GulfWorld,16,122.9,1.4,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,2.09,0.146,1.399587323,25.0,water
Rough toothed dolphin,Rex,M,95.3,8,5,1,Clearwater,10,95.3,1.6,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,1.979,0.204,1.599558029,26.0,water
Rough toothed dolphin,Rex,M,95.3,7,5,1,Clearwater,10,95.3,1.4,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,1.979,0.146,1.399587323,24.0,water
Rough toothed dolphin,Rex,M,95.3,8,5,1,Clearwater,10,95.3,1.6,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,1.979,0.204,1.599558029,24.0,water
