common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,sex,fr,order,family,genus,species,habitat,Where measured,log_Mb,log_fr,habitat,breath_rate,temp,location
California sea lion ,Gonzo,M,181,11,5,2,Amneville,14,181,M,2.2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.258,0.342,semiaquatic,2.197859873,14,water
Bottlenose dolphin,Goya,M,152,7,5,2,DolphinCo-PuntaCana,25,152,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.182,0.146,aquatic,1.399587323,28.39,water
Bottlenose dolphin,Goya,M,152,11,5,2,DolphinCo-PuntaCana,25,152,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.182,0.342,aquatic,2.197859873,28.09,water
Bottlenose dolphin,Goya,M,152,11,5,2,DolphinCo-PuntaCana,25,152,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.182,0.342,aquatic,2.197859873,28.52,water
Bottlenose dolphin,Grecia,F,145,8,5,2,DolphinCo-PuntaCana,22,145,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.161,0.204,aquatic,1.599558029,28.57,water
Bottlenose dolphin,Grecia,F,145,6,5,1,DolphinCo-PuntaCana,22,145,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.161,0.079,aquatic,1.199499303,28.63,water
Bottlenose dolphin,Grecia,F,145,10,5,2,DolphinCo-PuntaCana,22,145,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.161,0.301,aquatic,1.99986187,28.5,water
Grey Seal,Griso,M,181,14,5,2,ZooMarine,21,181,M,2.8,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.258,0.447,semiaquatic,2.79898132,19.9,water
Grey Seal,Griso,M,181,16,5,1,ZooMarine,21,181,M,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,air,2.258,0.505,semiaquatic,3.19889511,16,air
Grey Seal,Griso,M,181,15,5,2,ZooMarine,21,181,M,3,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.258,0.477,semiaquatic,2.999162519,21.2,water
Grey Seal,Griso,M,181,11,5,1,ZooMarine,21,181,M,2.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.258,0.342,semiaquatic,2.197859873,19.2,water
Bottlenose dolphin,Guama,M,208,13,5,2,Kolmarden,41,208,M,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.318,0.415,aquatic,2.600159563,22,water
Bottlenose dolphin,Guama,M,208,9,5,2,Kolmarden,41,208,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.318,0.255,aquatic,1.798870915,22,water
Bottlenose dolphin,Guama,M,208,9,5,1,Kolmarden,41,208,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.318,0.255,aquatic,1.798870915,22,water
Bottlenose dolphin,Guama,M,205,5,5,1,Kolmarden,41,205,M,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.312,0,aquatic,1,21,water
Bottlenose dolphin,Guama,M,205,9,5,2,Kolmarden,41,205,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.312,0.255,aquatic,1.798870915,21,water
Bottlenose dolphin,Guama,M,205,7,5,1,Kolmarden,41,205,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.312,0.146,aquatic,1.399587323,21,water
Bottlenose dolphin,Guama,M,201,4,3.5,1,Kolmarden,41,201,M,1.1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.303,0.058,aquatic,1.142878335,23.5,water
Bottlenose dolphin,Guama,M,210,10,5,1,Kolmarden,41,210,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.322,0.301,aquatic,1.99986187,22,water
Bottlenose dolphin,Guama ,M,208.5,6,5,1,Kolmarden,41,208.5,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.319,0.079,aquatic,1.199499303,22.4,water
Bottlenose dolphin,Guama ,M,209,8,5,1,Kolmarden,41,209,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.32,0.204,aquatic,1.599558029,22.4,water
Harbor Seal,Halifax,M,93,6,5,1,MysticAquarium,11,93,M,1.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.968,0.079,semiaquatic,1.199499303,8.888888889,water
Harbor Seal,Halifax,M,93,8,5,1,MysticAquarium,11,93,M,1.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.968,0.204,semiaquatic,1.599558029,10.16666667,water
Harbor Seal,Halifax,M,93,11,5,1,MysticAquarium,11,93,M,2.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.968,0.342,semiaquatic,2.197859873,11,water
Harbor Seal,Halifax,M,93,15,5,1,MysticAquarium,11,93,M,3,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.968,0.477,semiaquatic,2.999162519,10.27777778,water
Harbor Seal,Halifax,M,93,5,5,1,MysticAquarium,11,93,M,1,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.968,0,semiaquatic,1,10,water
Harbor Seal,Halifax,M,93,17,5,1,MysticAquarium,11,93,M,3.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.968,0.531,semiaquatic,3.396252726,10.88888889,water
Bottlenose dolphin,Hanzel,M,167,9,5,2,DolphinCo-PuntaCana,14,167,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.223,0.255,aquatic,1.798870915,28.63,water
Bottlenose dolphin,Hanzel,M,167,13,5,2,DolphinCo-PuntaCana,14,167,M,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.223,0.415,aquatic,2.600159563,28.7,water
Bottlenose dolphin,Hanzel,M,167,11,5,2,DolphinCo-PuntaCana,14,167,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.223,0.342,aquatic,2.197859873,29.5,water
Bottlenose dolphin,Havana,F,133,7,5,3,DolphinCo-PuntaCana,13,133,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.124,0.146,aquatic,1.399587323,28.39,water
Bottlenose dolphin,Havana,F,133,10,5,2,DolphinCo-PuntaCana,13,133,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.124,0.301,aquatic,1.99986187,28.09,water
Bottlenose dolphin,Havana,F,133,10,5,2,DolphinCo-PuntaCana,13,133,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.124,0.301,aquatic,1.99986187,28.52,water
Bottlenose dolphin,Hellen,F,147,14,5,1,DolphinCo-Cozumel,43,147,F,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.167,0.447,aquatic,2.79898132,27.8,water
Bottlenose dolphin,Hellen,F,148,13,5,1,DolphinCo-Cozumel,43,148,F,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.17,0.415,aquatic,2.600159563,28.1,water
Bottlenose dolphin,Hellen,F,149,12,5,1,DolphinCo-Cozumel,43,149,F,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.173,0.38,aquatic,2.398832919,27.9,water
Bottlenose dolphin,Hermes ,F,111,11,5,2,DolphinCo-IslaMujeres,6,111,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.045,0.342,aquatic,2.197859873,27.93,water
Bottlenose dolphin,Hermes ,F,111,10,5,2,DolphinCo-IslaMujeres,6,111,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.045,0.301,aquatic,1.99986187,27.15,water
Bottlenose dolphin,Hermes ,F,111,9,5,2,DolphinCo-IslaMujeres,6,111,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.045,0.255,aquatic,1.798870915,27.41,water
Bottlenose dolphin,Hestia,F,108,10,5,1,DolphinCo-Cozumel,9,108,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.033,0.301,aquatic,1.99986187,27.8,water
Bottlenose dolphin,Hestia,F,108,9,5,1,DolphinCo-Cozumel,9,108,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.033,0.255,aquatic,1.798870915,27.9,water
Bottlenose dolphin,Hestia,F,108,9,5,1,DolphinCo-Cozumel,9,108,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.033,0.255,aquatic,1.798870915,28.4,water
Bottlenose dolphin,Hopee,F,134.7,17,5,3,Clearwater,13,134.7,F,3.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.129,0.531,aquatic,3.396252726,26,water
Bottlenose dolphin,Hopee,F,134.7,9,5,2,Clearwater,13,134.7,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.129,0.255,aquatic,1.798870915,24,water
Bottlenose dolphin,Hopee,F,134.7,13,5,2,Clearwater,13,134.7,F,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.129,0.415,aquatic,2.600159563,24,water
Bottlenose dolphin,Hopee,F,134.7,14,5,2,Clearwater,13,134.7,F,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.129,0.447,aquatic,2.79898132,24,water
Bottlenose dolphin,Hopee,F,134.7,7,5,2,Clearwater,13,134.7,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.129,0.146,aquatic,1.399587323,24,water
Harbor seal,HOPE,F,62,16,5,1,DolphinCo-ZooMarine,20,62,F,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.792,0.505,semiaquatic,3.19889511,29.4,water
Harbor seal,HOPE,F,62,10,5,2,DolphinCo-ZooMarine,20,62,F,2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.792,0.301,semiaquatic,1.99986187,27,water
Harbor seal,HOPE,F,62,25,5,1,DolphinCo-ZooMarine,20,62,F,5,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.792,0.699,semiaquatic,5.00034535,27,water
Bottlenose dolphin,Hugo,M,188,12,5,1,ZooMarine,27,188,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.274,0.38,aquatic,2.398832919,19,water
Bottlenose dolphin,Hugo,M,188,11,5,2,ZooMarine,27,188,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.274,0.342,aquatic,2.197859873,18.9,water
Bottlenose dolphin,Hugo,M,188,1,5,1,ZooMarine,27,188,M,0.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.274,-0.699,aquatic,0.199986187,18.9,water
Bottlenose dolphin,Iara,F,204,11,5,1,ZooMarine,16,204,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.31,0.342,aquatic,2.197859873,20.5,water
Bottlenose dolphin,Iara,F,204,8,5,1,ZooMarine,16,204,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.31,0.204,aquatic,1.599558029,20.3,water
Bottlenose dolphin,Iara,F,204,10,5,2,ZooMarine,16,204,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.31,0.301,aquatic,1.99986187,20.3,water
White rhinoceros,Imfolizi,F,1862,18,2,1,Kolmarden,32,1862,F,9,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.27,0.954,terrestrial,8.994975815,15,air
White rhinoceros,Imfolozi,F,1820,22,5,1,Kolmarden,32,1820,F,4.4,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.26,0.643,terrestrial,4.395416154,14,air
White rhinoceros,Imfolozi,F,1820,27,3,1,Kolmarden,32,1820,F,9,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.26,0.954,terrestrial,8.994975815,14,air
White rhinoceros,Imfolozi,F,1820,24,5,1,Kolmarden,32,1820,F,4.8,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.26,0.681,terrestrial,4.797334486,14.4,air
White rhinoceros,Imfolozi,F,1820,16,2,1,Kolmarden,32,1820,F,8,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.26,0.903,terrestrial,7.99834255,14.8,air
White rhinoceros,Imfolozi,F,1862,17,2,1,Kolmarden,32,1862,F,8.5,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.27,0.929,terrestrial,8.49180475,15,air
White rhinoceros,Imfolozi,F,1862,19,2,1,Kolmarden,32,1862,F,9.5,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.27,0.978,terrestrial,9.506047937,15,air
Bottlenose dolphin,INDI,M,145.2,14,5,2,DolphinCo-ZooMarine,8,145.2,M,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.162,0.447,aquatic,2.79898132,25.5,water
Bottlenose dolphin,INDI,M,145.2,9,5,2,DolphinCo-ZooMarine,8,145.2,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.162,0.255,aquatic,1.798870915,25.6,water
Bottlenose dolphin,INDI,M,145.2,6,5,2,DolphinCo-ZooMarine,8,145.2,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.162,0.079,aquatic,1.199499303,24.4,water
California sea lion ,Irma,F,105,9,5,1,ZooMarine,24,105,F,1.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,2.021,0.255,semiaquatic,1.798870915,14,air
California sea lion ,Irma,F,105,12,5,2,ZooMarine,24,105,F,2.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.021,0.38,semiaquatic,2.398832919,19.3,water
California sea lion ,Irma,F,105,17,5,1,ZooMarine,24,105,F,3.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,2.021,0.531,semiaquatic,3.396252726,15,air
California sea lion ,Irma,F,104,10,5,2,ZooMarine,24,104,F,2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.017,0.301,semiaquatic,1.99986187,21.7,water
Bottlenose dolphin,Izzy,F,132.5,9,5,2,Clearwater,8,132.5,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.122,0.255,aquatic,1.798870915,26,water
Bottlenose dolphin,Izzy,F,132.5,12,5,3,Clearwater,8,132.5,F,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.122,0.38,aquatic,2.398832919,24,water
Bottlenose dolphin,Izzy,F,132.5,12,5,3,Clearwater,8,132.5,F,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.122,0.38,aquatic,2.398832919,24,water
Bottlenose dolphin,Izzy,F,132.5,17,5,2,Clearwater,8,132.5,F,3.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.122,0.531,aquatic,3.396252726,24,water
Bottlenose dolphin,Izzy,F,132.5,14,5,1,Clearwater,8,132.5,F,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.122,0.447,aquatic,2.79898132,24,water
Bottlenose dolphin,Jazz,M,142,13,5,2,DolphinCo-PuntaCana,12,142,M,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.152,0.415,aquatic,2.600159563,28.63,water
Bottlenose dolphin,Jazz,M,142,12,5,2,DolphinCo-PuntaCana,12,142,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.152,0.38,aquatic,2.398832919,28.7,water
Bottlenose dolphin,Jazz,M,142,15,5,3,DolphinCo-PuntaCana,12,142,M,3,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.152,0.477,aquatic,2.999162519,29.5,water
Bottlenose dolphin,Jimena,F,128,9,5,2,DolphinCo-CostaMaya,8,128,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.107,0.255,aquatic,1.798870915,30.24,water
Bottlenose dolphin,Jimena,F,128,11,5,2,DolphinCo-CostaMaya,8,128,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.107,0.342,aquatic,2.197859873,30.2,water
Bottlenose dolphin,Jimena,F,128,10,5,2,DolphinCo-CostaMaya,8,128,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.107,0.301,aquatic,1.99986187,30.2,water
Bottlenose dolphin,JJ,M,232,8,5,2,DolphinCo-MSQ,47,232,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.365,0.204,aquatic,1.599558029,31,water
Bottlenose dolphin,JJ,M,232,6,5,2,DolphinCo-MSQ,47,232,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.365,0.079,aquatic,1.199499303,31,water
Bottlenose dolphin,JJ,M,232,8,5,2,DolphinCo-MSQ,47,232,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.365,0.204,aquatic,1.599558029,31,water
Bottlenose dolphin,Joan,M,,11,5,1,ZooMarine,18,,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,,0.342,aquatic,2.197859873,19.5,water
Bottlenose dolphin,Joan,M,,9,5,1,ZooMarine,18,,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,,0.255,aquatic,1.798870915,20.6,water
Bottlenose dolphin,Joan,M,,7,5,1,ZooMarine,18,,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,,0.146,aquatic,1.399587323,19,water
Bottlenose dolphin,Joy,F,123,5,5,1,DolphinCo-Cayman,8,123,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.09,0,aquatic,1,29,water
Bottlenose dolphin,Joy,F,123,5,5,1,DolphinCo-Cayman,8,123,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.09,0,aquatic,1,29,water
Bottlenose dolphin,Joy,F,123,5,5,1,DolphinCo-Cayman,8,123,F,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.09,0,aquatic,1,29,water
Florida manatee ,JULIET,F,2000,2,5,1,DolphinCo-MSQ,65,2000,F,0.4,Sirenia,Trichechidae,Trichechus  ,manatus latirostris,aquatic,water,3.301,-0.398,aquatic,0.39994475,26.5,water
Florida manatee ,JULIET,F,2000,2,5,1,DolphinCo-MSQ,65,2000,F,0.4,Sirenia,Trichechidae,Trichechus  ,manatus latirostris,aquatic,water,3.301,-0.398,aquatic,0.39994475,26,water
Florida manatee ,JULIET,F,2000,1,5,1,DolphinCo-MSQ,65,2000,F,0.2,Sirenia,Trichechidae,Trichechus  ,manatus latirostris,aquatic,water,3.301,-0.699,aquatic,0.199986187,26.4,water
Bottlenose dolphin,Julieta,F,180,9,5,2,DolphinCo-PuntaCana,24,180,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.255,0.255,aquatic,1.798870915,28.39,water
Bottlenose dolphin,Julieta,F,180,12,5,3,DolphinCo-PuntaCana,24,180,F,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.255,0.38,aquatic,2.398832919,28.09,water
Bottlenose dolphin,Julieta,F,180,9,5,1,DolphinCo-PuntaCana,24,180,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.255,0.255,aquatic,1.798870915,28.52,water
Manatee,Julietas,F,600,2,5,1,DolphinCo-PuertoAventuras,22,600,F,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.778,-0.398,aquatic,0.39994475,31.44,water
Manatee,Julietas,F,600,2,5,2,DolphinCo-PuertoAventuras,22,600,F,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.778,-0.398,aquatic,0.39994475,31.54,water
Manatee,Julietas,F,600,1,5,2,DolphinCo-PuertoAventuras,22,600,F,0.2,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.778,-0.699,aquatic,0.199986187,31.59,water
California sea lion ,June,F,79.5,14,5,2,Amneville,17,79.5,F,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.9,0.447,semiaquatic,2.79898132,18,water
California sea lion ,June,F,80,19,5,2,Amneville,17,80,F,3.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.903,0.58,semiaquatic,3.801893963,18,water
California sea lion ,June,F,80.2,17,5,2,Amneville,17,80.2,F,3.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.904,0.531,semiaquatic,3.396252726,17,water
California sea lion ,June,F,80.4,20,5,2,Amneville,17,80.4,F,4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.905,0.602,semiaquatic,3.999447498,16.5,water
California sea lion ,June,F,80.2,21,5,2,Amneville,17,80.2,F,4.2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.904,0.623,semiaquatic,4.19758984,15.5,water
Harbor seal,Kaia,F,56,14,5,2,ZooMarine,8,56,F,2.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.748,0.447,semiaquatic,2.79898132,19.2,water
Harbor seal,Kaia,F,56,18,5,2,ZooMarine,8,56,F,3.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.748,0.556,semiaquatic,3.597493352,20,water
Harbor seal,Kaia,F,56,6,5,2,ZooMarine,8,56,F,1.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.748,0.079,semiaquatic,1.199499303,20,water
Harbor seal,Kaia,F,56,28,5,1,ZooMarine,8,56,F,5.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,air,1.748,0.748,semiaquatic,5.597576015,16,air
South American sea lion,Karel,M,88,9,5,2,ZooMarine,20,88,M,1.8,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,1.944,0.255,semiaquatic,1.798870915,21.2,water
South American sea lion,Karel,M,88,12,5,2,ZooMarine,20,88,M,2.4,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,1.944,0.38,semiaquatic,2.398832919,21.2,water
South American sea lion,Karel,M,88,11,5,1,ZooMarine,20,88,M,2.2,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,water,1.944,0.342,semiaquatic,2.197859873,20.8,water
South American sea lion,Karel,M,88,13,5,1,ZooMarine,20,88,M,2.6,Carnivora,Otariidae,Otaria ,flavesencs,semiaquatic,air,1.944,0.415,semiaquatic,2.600159563,16,air
South american tapir,Karl,M,184,81,5,1,Kolmarden,12,184,M,16.2,Perissodactyla,Tapiridae, Tapirus,terrestris ,terrestrial,air,2.265,1.21,terrestrial,16.21810097,15,air
South american tapir,Karl,M,184,84,4,1,Kolmarden,12,184,M,21,Perissodactyla,Tapiridae, Tapirus,terrestris ,terrestrial,air,2.265,1.322,terrestrial,20.98939884,15,air
South american tapir,Karl,M,184,76,5,1,Kolmarden,12,184,M,15.2,Perissodactyla,Tapiridae, Tapirus,terrestris ,terrestrial,air,2.265,1.182,terrestrial,15.2054753,14.4,air
Bottlenose dolphin,Kathy,F,123,10,5,1,DolphinCo-Cozumel,14,123,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.09,0.301,aquatic,1.99986187,27.8,water
Bottlenose dolphin,Kathy,F,123,7,5,1,DolphinCo-Cozumel,14,123,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.09,0.146,aquatic,1.399587323,28.1,water
Bottlenose dolphin,Kathy,F,123,9,5,1,DolphinCo-Cozumel,14,123,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.09,0.255,aquatic,1.798870915,27.9,water
Capybara,Kenneth,M,55,114,5,1,Kolmarden,5,55,M,22.8,Rodentia,Caviidae, Hydrochoerus,hydrochaeris,terrestrial,air,1.74,1.358,terrestrial,22.80342072,15,air
Capybara,Kenneth,M,55,103,3.5,1,Kolmarden,5,55,M,29.4,Rodentia,Caviidae, Hydrochoerus,hydrochaeris,terrestrial,air,1.74,1.469,terrestrial,29.44421634,15,air
Capybara,Kenneth,M,55,165,5,1,Kolmarden,5,55,M,33,Rodentia,Caviidae, Hydrochoerus,hydrochaeris,terrestrial,air,1.74,1.519,terrestrial,33.0369541,14.4,air
Bottlenose dolphin,Kepler,M,192,8,5,2,DolphinCo-PuntaCana,32,192,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.283,0.204,aquatic,1.599558029,28.69,water
Bottlenose dolphin,Kepler,M,192,6,5,1,DolphinCo-PuntaCana,32,192,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.283,0.079,aquatic,1.199499303,28.84,water
Bottlenose dolphin,Kepler,M,192,5,5,1,DolphinCo-PuntaCana,32,192,M,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.283,0,aquatic,1,29.2,water
Killer whale,Keto,M,3670,10,10,2,LoroParque,28,3670,M,1,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.565,0,aquatic,1,13.3,water
Killer whale,Keto,M,3670,14,10,2,LoroParque,28,3670,M,1.4,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.565,0.146,aquatic,1.399587323,13.4,water
Killer whale,Keto,M,3690,8,10,1,LoroParque,28,3690,M,0.8,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.567,-0.097,aquatic,0.799834255,13.4,water
Killer whale,Keto,M,3690,4,10,1,LoroParque,28,3690,M,0.4,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.567,-0.398,aquatic,0.39994475,13.4,water
Killer whale,Keto,M,3690,9,10,2,LoroParque,28,3690,M,0.9,Artiodactyla,Delphinidae,Orcinus,orca,aquatic,water,3.567,-0.046,aquatic,0.899497582,13.5,water
Snow leopard,Khoomi,M,28,29,3,1,Kolmarden,5,28,M,9.7,Carnivora,Felidae,Panthera ,uncia ,terrestrial,air,1.447,0.985,terrestrial,9.66050879,1,air
Snow leopard,Khoomi,M,28,52,3,1,Kolmarden,5,28,M,17.3,Carnivora,Felidae,Panthera ,uncia ,terrestrial,air,1.447,1.239,terrestrial,17.33803998,2,air
Snow leopard,Khoomi,M,28,90,5,1,Kolmarden,15,28,M,18,Carnivora,Felidae,Panthera ,uncia ,terrestrial,air,1.447,1.255,terrestrial,17.98870915,9,air
Snow leopard,Khoomi,M,28,109,5,1,Kolmarden,15,28,M,21.8,Carnivora,Felidae,Panthera ,uncia ,terrestrial,air,1.447,1.338,terrestrial,21.77709772,6,air
Snow leopard,Khoomi,M,28,213,5,1,Kolmarden,15,28,M,42.6,Carnivora,Felidae,Panthera ,uncia ,terrestrial,air,1.447,1.629,terrestrial,42.55984131,12,air
Bottlenose dolphin,KING,M,254,5,5,1,DolphinCo-ZooMarine,31,254,M,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.405,0,aquatic,1,25.6,water
Bottlenose dolphin,KING,M,254,5,5,2,DolphinCo-ZooMarine,31,254,M,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.405,0,aquatic,1,24.4,water
Bottlenose dolphin,KING,M,254,12,5,3,DolphinCo-ZooMarine,31,254,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.405,0.38,aquatic,2.398832919,24.5,water
